,League,Date,Home,Away,Goals_H_FT,Goals_A_FT,Result_FT,Odds_H,Odds_D,Odds_A,Pontos_H,Pontos_A,Total_Goals_FT,Over05_FT,Over15_FT,Over25_FT,Under25_FT,BTTS,Porc_Over05FT_Home,Porc_Over05FT_Away,Porc_Over15FT_Home,Porc_Over15FT_Away,Porc_Over25FT_Home,Porc_Over25FT_Away,Porc_BTTS_Home,Porc_BTTS_Away,Media_Pontos_H,Media_Pontos_A,Media_Gols_Feitos_Home,Media_Gols_Sofridos_Home,Media_Gols_Feitos_Away,Media_Gols_Sofridos_Away
1788,Holanda 1,23/10/2022,Nijmegen,Go Ahead Eagles,3,3,D,1.95,3.6,4.0,1,1,6,1,1,1,0,1,100.0,100.0,100.0,80.0,20.0,40.0,100.0,60.0,1.0,1.0,1.4,1.4,1.4,1.8
1789,Holanda 1,23/10/2022,Utrecht,Sparta Rotterdam,3,1,H,1.72,3.75,5.0,3,0,4,1,1,1,0,1,80.0,80.0,60.0,60.0,40.0,60.0,40.0,40.0,1.4,1.0,1.0,1.0,0.8,1.6
1790,Holanda 1,23/10/2022,Volendam,Heerenveen,1,3,A,3.3,3.4,2.2,0,3,4,1,1,1,0,1,100.0,80.0,80.0,80.0,80.0,60.0,80.0,40.0,0.6,1.6,1.4,2.8,1.6,1.4
1791,Holanda 1,29/10/2022,Heerenveen,Utrecht,1,2,A,2.25,3.5,3.1,0,3,3,1,1,1,0,1,80.0,100.0,60.0,80.0,60.0,80.0,60.0,80.0,1.4,1.8,1.0,1.0,2.0,2.6
1792,Holanda 1,29/10/2022,Sparta Rotterdam,For Sittard,3,1,H,1.95,3.75,3.6,3,0,4,1,1,1,0,1,100.0,100.0,100.0,100.0,80.0,60.0,60.0,100.0,3.0,1.0,2.8,0.6,1.2,1.6
1793,Holanda 1,29/10/2022,Go Ahead Eagles,Excelsior,3,1,H,1.72,4.0,4.5,3,0,4,1,1,1,0,1,80.0,100.0,80.0,80.0,40.0,60.0,60.0,80.0,1.6,0.2,1.8,1.2,1.0,3.4
1794,Holanda 1,30/10/2022,FC Emmen,Groningen,0,0,D,2.25,3.5,3.1,1,1,0,0,0,0,1,0,60.0,80.0,60.0,60.0,40.0,40.0,40.0,40.0,1.2,1.0,0.8,1.2,0.6,1.2
1795,Holanda 1,30/10/2022,PSV Eindhoven,Nijmegen,3,0,H,1.22,7.0,11.0,3,0,3,1,1,1,0,0,100.0,60.0,80.0,60.0,80.0,20.0,60.0,20.0,3.0,0.6,4.2,1.0,0.2,1.2
1796,Holanda 1,30/10/2022,Twente,Waalwijk,3,0,H,1.5,4.5,6.0,3,0,3,1,1,1,0,0,100.0,80.0,100.0,60.0,100.0,60.0,20.0,40.0,3.0,1.0,3.0,0.2,1.0,1.6
1797,Holanda 1,30/10/2022,AZ Alkmaar,Volendam,2,1,H,1.2,7.0,13.0,3,0,3,1,1,1,0,1,100.0,100.0,100.0,100.0,60.0,40.0,100.0,60.0,1.6,0.4,1.4,1.4,0.6,2.0
1798,Holanda 1,04/11/2022,Cambuur,Nijmegen,0,1,A,2.62,3.4,2.62,0,3,1,1,0,0,1,0,100.0,60.0,40.0,40.0,40.0,20.0,0.0,0.0,0.6,1.0,0.6,1.2,0.2,1.0
1799,Holanda 1,05/11/2022,Vitesse,Sparta Rotterdam,0,4,A,1.85,3.6,4.2,0,3,4,1,1,1,0,0,100.0,100.0,100.0,80.0,80.0,80.0,80.0,40.0,1.0,1.4,1.2,2.0,1.6,1.6
1800,Holanda 1,05/11/2022,For Sittard,FC Emmen,0,1,A,2.2,3.5,3.2,0,3,1,1,0,0,1,0,80.0,100.0,40.0,80.0,20.0,60.0,20.0,60.0,1.4,0.6,1.2,1.0,0.8,1.8
1801,Holanda 1,05/11/2022,Excelsior,Heerenveen,0,1,A,4.33,4.0,1.75,0,3,1,1,0,0,1,0,100.0,80.0,60.0,60.0,60.0,40.0,60.0,40.0,1.2,1.6,1.0,2.0,1.0,1.4
1802,Holanda 1,06/11/2022,Utrecht,Groningen,2,1,H,1.66,4.0,5.0,3,0,3,1,1,1,0,1,80.0,80.0,60.0,60.0,60.0,60.0,60.0,40.0,2.0,0.8,1.4,0.8,0.6,1.4
1803,Holanda 1,06/11/2022,Twente,Go Ahead Eagles,1,1,D,1.36,5.0,8.5,1,1,2,1,1,0,1,1,100.0,100.0,100.0,80.0,80.0,40.0,40.0,80.0,2.6,1.2,2.4,0.4,1.6,1.6
1804,Holanda 1,06/11/2022,Volendam,Feyenoord,0,2,A,7.5,5.5,1.36,0,3,2,1,1,0,1,0,100.0,100.0,80.0,100.0,60.0,60.0,60.0,80.0,0.6,2.0,1.2,2.4,2.6,1.8
1805,Holanda 1,06/11/2022,Ajax,PSV Eindhoven,1,2,A,1.75,4.0,4.33,0,3,3,1,1,1,0,1,100.0,100.0,100.0,80.0,80.0,80.0,60.0,60.0,2.0,1.2,3.6,0.8,1.2,2.0
1806,Holanda 1,06/11/2022,Waalwijk,AZ Alkmaar,3,1,H,4.0,4.0,1.8,3,0,4,1,1,1,0,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,2.0,1.8,3.2,2.0,2.2,1.4
1807,Holanda 1,09/11/2022,Ajax,Vitesse,2,2,D,1.12,10.0,15.0,1,1,4,1,1,1,0,1,100.0,100.0,100.0,60.0,80.0,60.0,80.0,20.0,1.6,1.4,3.2,1.2,1.2,1.2
1808,Holanda 1,10/11/2022,Feyenoord,Cambuur,1,0,H,1.2,7.0,12.0,3,0,1,1,0,0,1,0,100.0,80.0,80.0,60.0,40.0,60.0,20.0,40.0,2.6,0.8,2.2,0.2,1.0,2.2
1809,Holanda 1,11/11/2022,Sparta Rotterdam,Twente,1,1,D,2.9,3.5,2.37,1,1,2,1,1,0,1,1,100.0,100.0,100.0,80.0,60.0,20.0,80.0,60.0,2.6,1.0,2.2,0.8,0.8,1.2
1810,Holanda 1,12/11/2022,Volendam,Utrecht,0,4,A,3.8,4.0,1.85,0,3,4,1,1,1,0,0,100.0,100.0,100.0,80.0,80.0,80.0,60.0,60.0,0.0,2.4,1.0,3.2,2.4,2.0
1811,Holanda 1,12/11/2022,FC Emmen,Ajax,3,3,D,9.5,5.5,1.3,1,1,6,1,1,1,0,1,60.0,100.0,60.0,100.0,40.0,80.0,40.0,80.0,0.8,2.0,0.8,1.4,2.8,1.6
1812,Holanda 1,12/11/2022,PSV Eindhoven,AZ Alkmaar,0,1,A,1.5,4.5,6.5,0,3,1,1,0,0,1,0,100.0,100.0,60.0,80.0,60.0,80.0,40.0,80.0,2.4,1.8,2.8,1.0,1.8,1.4
1813,Holanda 1,13/11/2022,Nijmegen,Waalwijk,6,1,H,2.05,3.6,3.5,3,0,7,1,1,1,0,1,100.0,80.0,100.0,60.0,40.0,60.0,100.0,40.0,1.4,0.8,2.4,1.4,0.8,2.4
1814,Holanda 1,13/11/2022,Groningen,For Sittard,2,3,A,2.05,3.6,3.5,0,3,5,1,1,1,0,1,100.0,100.0,80.0,100.0,80.0,60.0,80.0,100.0,0.6,1.6,1.8,2.6,1.6,1.6
1815,Holanda 1,13/11/2022,Heerenveen,Cambuur,2,1,H,1.8,3.8,4.33,3,0,3,1,1,1,0,1,80.0,80.0,60.0,60.0,60.0,60.0,60.0,40.0,1.4,0.2,1.0,1.0,0.4,2.4
1816,Holanda 1,13/11/2022,Feyenoord,Excelsior,5,1,H,1.12,9.5,15.0,3,0,6,1,1,1,0,1,100.0,100.0,80.0,80.0,40.0,60.0,40.0,80.0,2.6,0.2,2.4,0.4,0.8,3.4
1817,Holanda 1,13/11/2022,Go Ahead Eagles,Vitesse,2,2,D,2.45,3.5,2.8,1,1,4,1,1,1,0,1,80.0,100.0,80.0,80.0,40.0,80.0,60.0,40.0,1.8,1.0,1.6,0.8,1.4,1.6
1818,Bélgica 1,22/07/2022,Standard,Gent,2,2,D,4.2,3.6,1.85,1,1,4,1,1,1,0,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.0,1.0,2.0,2.0,2.0,2.0
1819,Bélgica 1,23/07/2022,Charleroi,Eupen,3,1,H,1.61,3.6,4.75,3,0,4,1,1,1,0,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3.0,0.0,3.0,1.0,1.0,3.0
1820,Bélgica 1,23/07/2022,Kortrijk,Oud-Heverlee Leuven,0,2,A,2.37,3.2,2.87,0,3,2,1,1,0,1,0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0
1821,Bélgica 1,23/07/2022,Waregem,Seraing,2,0,H,2.15,3.5,2.9,3,0,2,1,1,0,1,0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0
1822,Bélgica 1,23/07/2022,St Truiden,St. Gilloise,1,1,D,4.33,3.2,1.85,1,1,2,1,1,0,1,1,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0
1823,Bélgica 1,24/07/2022,Club Brugge,Genk,3,2,H,1.72,3.75,4.2,3,0,5,1,1,1,0,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3.0,0.0,3.0,2.0,2.0,3.0
1824,Bélgica 1,24/07/2022,Mechelen,Antwerp,0,2,A,2.55,3.25,2.5,0,3,2,1,1,0,1,0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0
1825,Bélgica 1,24/07/2022,Anderlecht,Oostende,2,0,H,1.25,5.5,9.0,3,0,2,1,1,0,1,0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0
1826,Bélgica 1,24/07/2022,Westerlo,Cercle Brugge,2,0,H,2.5,3.2,2.7,3,0,2,1,1,0,1,0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0
1827,Bélgica 1,29/07/2022,St. Gilloise,Charleroi,1,0,H,1.65,4.0,5.0,3,0,1,1,0,0,1,0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0
1828,Bélgica 1,30/07/2022,Cercle Brugge,Anderlecht,1,0,H,3.6,3.4,1.9,3,0,1,1,0,0,1,0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0
1829,Bélgica 1,30/07/2022,Oostende,Mechelen,2,1,H,2.62,3.4,2.4,3,0,3,1,1,1,0,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3.0,0.0,2.0,1.0,1.0,2.0
1830,Bélgica 1,30/07/2022,Oud-Heverlee Leuven,Westerlo,2,0,H,2.5,3.4,2.62,3,0,2,1,1,0,1,0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0
1831,Bélgica 1,30/07/2022,Gent,St Truiden,1,1,D,1.5,4.2,5.5,1,1,2,1,1,0,1,1,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0
1832,Bélgica 1,31/07/2022,Genk,Standard,3,1,H,1.5,4.2,5.25,3,0,4,1,1,1,0,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3.0,0.0,3.0,1.0,1.0,3.0
1833,Bélgica 1,31/07/2022,Eupen,Club Brugge,2,1,H,5.25,4.75,1.5,3,0,3,1,1,1,0,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3.0,0.0,2.0,1.0,1.0,2.0
1834,Bélgica 1,31/07/2022,Seraing,Kortrijk,0,1,A,2.87,3.4,2.25,0,3,1,1,0,0,1,0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0
1835,Bélgica 1,31/07/2022,Antwerp,Waregem,1,0,H,1.36,4.5,7.0,3,0,1,1,0,0,1,0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0
1836,Bélgica 1,05/08/2022,Club Brugge,Waregem,1,1,D,1.22,6.0,9.0,1,1,2,1,1,0,1,1,100.0,100.0,100.0,50.0,50.0,0.0,100.0,50.0,2.0,0.5,2.0,1.5,0.5,1.0
1837,Bélgica 1,06/08/2022,Genk,Eupen,4,2,H,1.36,5.0,6.5,3,0,6,1,1,1,0,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3.0,0.0,3.5,1.5,1.5,3.5
1838,Bélgica 1,06/08/2022,Charleroi,Oostende,1,3,A,1.6,3.8,5.0,0,3,4,1,1,1,0,1,100.0,100.0,100.0,100.0,100.0,50.0,100.0,50.0,1.5,1.5,2.0,2.0,1.5,1.5
1839,Bélgica 1,06/08/2022,Kortrijk,St Truiden,0,0,D,3.0,3.2,2.3,1,1,0,0,0,0,1,0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,50.0,0.5,1.0,0.0,1.0,0.5,0.5
1840,Bélgica 1,06/08/2022,Mechelen,St. Gilloise,3,0,H,3.0,3.5,2.1,3,0,3,1,1,1,0,0,100.0,100.0,100.0,100.0,50.0,50.0,0.0,50.0,1.5,0.5,1.5,1.0,0.5,2.0
1841,Bélgica 1,07/08/2022,Standard,Cercle Brugge,2,0,H,2.55,3.2,2.55,3,0,2,1,1,0,1,0,100.0,100.0,100.0,100.0,50.0,0.0,50.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0
1842,Bélgica 1,07/08/2022,Gent,Westerlo,2,1,H,1.61,4.0,4.75,3,0,3,1,1,1,0,1,100.0,100.0,100.0,100.0,50.0,50.0,100.0,50.0,2.0,0.0,1.5,1.0,0.5,2.0
1843,Bélgica 1,07/08/2022,Anderlecht,Seraing,3,1,H,1.25,5.5,11.0,3,0,4,1,1,1,0,1,100.0,100.0,100.0,100.0,50.0,50.0,50.0,50.0,3.0,0.0,2.5,0.5,0.5,2.5
1844,Bélgica 1,07/08/2022,Antwerp,Oud-Heverlee Leuven,4,2,H,1.61,4.0,4.75,3,0,6,1,1,1,0,1,100.0,100.0,50.0,100.0,50.0,50.0,50.0,50.0,3.0,1.5,2.5,1.0,2.0,2.0
1845,Bélgica 1,12/08/2022,Oostende,Gent,1,3,A,4.75,3.75,1.7,0,3,4,1,1,1,0,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.5,2.0,1.5,2.0,2.5,1.5
1846,Bélgica 1,13/08/2022,Westerlo,Standard,4,2,H,2.05,3.4,3.5,3,0,6,1,1,1,0,1,100.0,100.0,100.0,100.0,50.0,100.0,50.0,100.0,3.0,0.0,3.0,1.0,1.5,3.5
1847,Bélgica 1,13/08/2022,Cercle Brugge,Mechelen,0,0,D,2.1,3.6,3.3,1,1,0,0,0,0,1,0,50.0,50.0,0.0,50.0,0.0,50.0,0.0,50.0,2.0,0.5,0.5,0.0,0.5,1.0
1848,Bélgica 1,13/08/2022,Seraing,Charleroi,0,1,A,4.33,3.5,1.8,0,3,1,1,0,0,1,0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.0,0.5,0.5
1849,Bélgica 1,13/08/2022,St. Gilloise,Kortrijk,2,1,H,1.4,4.75,7.0,3,0,3,1,1,1,0,1,100.0,100.0,50.0,50.0,50.0,50.0,50.0,50.0,3.0,1.5,1.5,0.5,1.0,1.0
1850,Bélgica 1,14/08/2022,St Truiden,Anderlecht,0,3,A,3.6,3.5,2.0,0,3,3,1,1,1,0,0,100.0,100.0,100.0,50.0,50.0,50.0,50.0,0.0,0.5,1.5,0.5,2.0,1.5,0.5
1851,Bélgica 1,14/08/2022,Eupen,Antwerp,0,1,A,4.0,3.6,1.85,0,3,1,1,0,0,1,0,100.0,100.0,50.0,50.0,50.0,0.0,50.0,0.0,1.5,3.0,1.0,1.0,1.5,0.0
1852,Bélgica 1,14/08/2022,Oud-Heverlee Leuven,Club Brugge,0,3,A,5.25,3.75,1.65,0,3,3,1,1,1,0,0,100.0,100.0,100.0,100.0,50.0,100.0,0.0,50.0,1.5,1.5,1.0,1.5,2.0,1.0
1853,Bélgica 1,14/08/2022,Waregem,Genk,1,4,A,4.33,3.8,1.72,0,3,5,1,1,1,0,1,100.0,100.0,100.0,100.0,50.0,100.0,50.0,100.0,1.5,1.5,1.5,2.0,3.0,2.0
1854,Bélgica 1,19/08/2022,Eupen,Seraing,1,3,A,1.7,3.8,4.75,0,3,4,1,1,1,0,1,100.0,100.0,66.66666666666666,100.0,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,1.0,1.0,1.0,1.6666666666666667,1.3333333333333333,2.0
1855,Bélgica 1,20/08/2022,Oostende,St Truiden,0,1,A,3.2,3.25,2.25,0,3,1,1,0,0,1,0,100.0,66.66666666666666,66.66666666666666,33.33333333333333,66.66666666666666,0.0,66.66666666666666,33.33333333333333,1.0,1.6666666666666667,1.0,1.6666666666666667,0.6666666666666666,0.3333333333333333
1856,Bélgica 1,20/08/2022,Genk,Cercle Brugge,2,1,H,1.61,4.33,4.5,3,0,3,1,1,1,0,1,100.0,100.0,100.0,100.0,100.0,33.33333333333333,100.0,33.33333333333333,3.0,0.0,3.0,1.3333333333333333,0.3333333333333333,2.0
1857,Bélgica 1,21/08/2022,Club Brugge,Kortrijk,2,1,H,1.33,5.0,9.5,3,0,3,1,1,1,0,1,100.0,100.0,100.0,66.66666666666666,66.66666666666666,66.66666666666666,100.0,66.66666666666666,2.3333333333333335,1.0,2.0,1.3333333333333333,1.0,1.3333333333333333
1858,Bélgica 1,21/08/2022,Waregem,Charleroi,1,3,A,3.1,3.75,2.15,0,3,4,1,1,1,0,1,100.0,100.0,100.0,33.33333333333333,66.66666666666666,33.33333333333333,66.66666666666666,33.33333333333333,1.0,2.0,1.3333333333333333,2.3333333333333335,1.3333333333333333,0.6666666666666666
1859,Bélgica 1,21/08/2022,Standard,Oud-Heverlee Leuven,1,3,A,1.95,3.75,3.4,0,3,4,1,1,1,0,1,100.0,100.0,100.0,100.0,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,1.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,2.3333333333333335,1.6666666666666667
1860,Bélgica 1,21/08/2022,Mechelen,Westerlo,5,4,H,2.62,3.25,2.7,3,0,9,1,1,1,0,1,100.0,100.0,100.0,100.0,66.66666666666666,66.66666666666666,33.33333333333333,66.66666666666666,2.0,0.0,2.6666666666666665,2.0,1.6666666666666667,3.0
1861,Bélgica 1,26/08/2022,Charleroi,Club Brugge,1,3,A,3.6,3.8,1.95,0,3,4,1,1,1,0,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,66.66666666666666,1.0,2.0,1.6666666666666667,2.3333333333333335,2.3333333333333335,1.0
1862,Bélgica 1,27/08/2022,Seraing,Genk,0,4,A,5.75,4.5,1.5,0,3,4,1,1,1,0,0,100.0,100.0,33.33333333333333,100.0,33.33333333333333,100.0,0.0,66.66666666666666,0.0,2.0,0.0,2.0,3.3333333333333335,1.3333333333333333
1863,Bélgica 1,27/08/2022,Cercle Brugge,Waregem,1,1,D,1.75,3.75,4.5,1,1,2,1,1,0,1,1,66.66666666666666,100.0,33.33333333333333,66.66666666666666,0.0,0.0,33.33333333333333,66.66666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0
1864,Bélgica 1,27/08/2022,Oud-Heverlee Leuven,Oostende,2,1,H,1.95,3.5,3.6,3,0,3,1,1,1,0,1,100.0,100.0,100.0,100.0,66.66666666666666,66.66666666666666,33.33333333333333,66.66666666666666,2.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667
1865,Bélgica 1,27/08/2022,St Truiden,Mechelen,3,1,H,2.1,3.3,3.4,3,0,4,1,1,1,0,1,100.0,66.66666666666666,100.0,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667
1866,Bélgica 1,28/08/2022,Gent,Antwerp,1,2,A,1.9,3.6,3.75,0,3,3,1,1,1,0,1,100.0,100.0,100.0,66.66666666666666,66.66666666666666,33.33333333333333,100.0,33.33333333333333,1.3333333333333333,3.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333
1867,Bélgica 1,28/08/2022,Kortrijk,Standard,0,1,A,2.7,3.25,2.62,0,3,1,1,0,0,1,0,66.66666666666666,100.0,33.33333333333333,66.66666666666666,0.0,66.66666666666666,0.0,66.66666666666666,0.3333333333333333,1.0,0.0,1.0,1.3333333333333333,2.3333333333333335
1868,Bélgica 1,28/08/2022,St. Gilloise,Anderlecht,2,1,H,2.25,3.3,3.2,3,0,3,1,1,1,0,1,100.0,100.0,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,33.33333333333333,3.0,1.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0
1869,Bélgica 1,28/08/2022,Westerlo,Eupen,0,1,A,1.85,3.5,4.2,0,3,1,1,0,0,1,0,100.0,100.0,66.66666666666666,66.66666666666666,33.33333333333333,66.66666666666666,33.33333333333333,66.66666666666666,2.0,1.0,2.0,1.0,1.3333333333333333,2.3333333333333335
1870,Bélgica 1,31/08/2022,Antwerp,St. Gilloise,4,2,H,2.75,3.25,2.55,3,0,6,1,1,1,0,1,100.0,100.0,66.66666666666666,100.0,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,3.0,0.3333333333333333,3.0,1.3333333333333333,1.0,2.6666666666666665
1871,Bélgica 1,01/09/2022,Anderlecht,Gent,0,1,A,2.2,3.4,3.3,0,3,1,1,0,0,1,0,100.0,100.0,66.66666666666666,66.66666666666666,33.33333333333333,66.66666666666666,33.33333333333333,66.66666666666666,2.0,2.3333333333333335,1.6666666666666667,0.6666666666666666,2.0,1.0
1872,Bélgica 1,02/09/2022,Club Brugge,Cercle Brugge,4,0,H,1.6,4.33,4.5,3,0,4,1,1,1,0,0,100.0,100.0,100.0,100.0,75.0,50.0,75.0,25.0,2.5,0.0,2.5,1.0,0.25,2.5
1873,Bélgica 1,03/09/2022,Genk,St Truiden,0,0,D,1.65,4.0,5.0,1,1,0,0,0,0,1,0,75.0,50.0,75.0,25.0,75.0,0.0,75.0,25.0,2.5,1.5,2.25,1.0,0.5,0.25
1874,Bélgica 1,03/09/2022,Eupen,Kortrijk,0,1,A,2.25,3.4,3.1,0,3,1,1,0,0,1,0,100.0,100.0,50.0,50.0,50.0,50.0,50.0,50.0,0.75,1.5,0.75,1.5,1.0,1.0
1875,Bélgica 1,03/09/2022,Mechelen,Seraing,2,3,A,1.57,4.33,5.25,0,3,5,1,1,1,0,1,100.0,100.0,100.0,100.0,75.0,75.0,50.0,75.0,1.5,1.5,2.5,2.25,1.75,2.0
1876,Bélgica 1,03/09/2022,Standard,Oostende,1,0,H,2.0,3.5,3.75,3,0,1,1,0,0,1,0,100.0,100.0,75.0,75.0,50.0,50.0,50.0,50.0,1.75,0.75,1.5,1.25,1.0,1.5
1877,Bélgica 1,04/09/2022,Anderlecht,Oud-Heverlee Leuven,2,2,D,1.4,5.0,8.5,1,1,4,1,1,1,0,1,100.0,100.0,75.0,100.0,50.0,75.0,50.0,75.0,1.75,1.75,1.75,1.0,2.25,1.75
1878,Bélgica 1,04/09/2022,Antwerp,Westerlo,3,0,H,1.9,4.0,3.6,3,0,3,1,1,1,0,0,100.0,100.0,75.0,100.0,75.0,75.0,50.0,50.0,3.0,0.0,3.0,1.0,1.25,3.0
1879,Bélgica 1,04/09/2022,Charleroi,Gent,2,1,H,3.4,3.4,2.1,3,0,3,1,1,1,0,1,100.0,100.0,100.0,75.0,100.0,75.0,100.0,75.0,1.5,1.75,1.75,2.0,1.75,1.25
1880,Bélgica 1,04/09/2022,Waregem,St. Gilloise,1,3,A,5.25,3.75,1.65,0,3,4,1,1,1,0,1,100.0,100.0,100.0,100.0,75.0,75.0,75.0,75.0,0.75,1.0,1.25,2.5,1.5,2.25
1881,Bélgica 1,09/09/2022,St Truiden,Standard,1,2,A,2.15,3.3,3.3,0,3,3,1,1,1,0,1,100.0,100.0,100.0,75.0,75.0,75.0,75.0,75.0,1.0,1.5,1.25,1.75,1.5,2.0
1882,Bélgica 1,10/09/2022,Kortrijk,Mechelen,1,4,A,2.6,3.4,2.6,0,3,5,1,1,1,0,1,75.0,75.0,50.0,75.0,25.0,75.0,25.0,75.0,0.25,1.0,0.25,1.75,1.5,1.5
1883,Bélgica 1,10/09/2022,Oostende,Eupen,1,0,H,2.1,3.6,3.3,3,0,1,1,0,0,1,0,100.0,100.0,50.0,50.0,50.0,50.0,50.0,50.0,1.5,0.75,1.0,1.25,1.0,2.0
1884,Bélgica 1,10/09/2022,Seraing,Club Brugge,0,2,A,7.5,4.75,1.4,0,3,2,1,1,0,1,0,100.0,100.0,50.0,100.0,25.0,75.0,0.0,50.0,0.0,2.25,0.0,2.0,2.25,0.75
1885,Bélgica 1,10/09/2022,Oud-Heverlee Leuven,Charleroi,3,2,H,2.75,3.5,2.37,3,0,5,1,1,1,0,1,100.0,100.0,100.0,50.0,75.0,50.0,50.0,50.0,2.25,1.5,1.75,1.5,1.5,1.25
1886,Bélgica 1,11/09/2022,Westerlo,Anderlecht,2,1,H,2.8,3.3,2.45,3,0,3,1,1,1,0,1,100.0,100.0,75.0,75.0,50.0,75.0,50.0,50.0,2.25,0.75,2.0,1.0,1.25,1.25
1887,Bélgica 1,11/09/2022,Cercle Brugge,Antwerp,0,2,A,2.8,3.4,2.4,0,3,2,1,1,0,1,0,75.0,100.0,50.0,75.0,0.0,25.0,25.0,25.0,1.25,3.0,0.5,0.75,1.75,0.25
1888,Bélgica 1,11/09/2022,St. Gilloise,Genk,1,2,A,2.05,3.5,3.4,0,3,3,1,1,1,0,1,100.0,100.0,75.0,100.0,75.0,100.0,75.0,75.0,2.25,2.25,1.5,1.0,3.0,1.25
1889,Bélgica 1,11/09/2022,Gent,Waregem,2,0,H,1.33,5.0,8.0,3,0,2,1,1,0,1,0,100.0,100.0,100.0,75.0,50.0,0.0,75.0,50.0,1.75,0.5,1.5,1.0,0.5,1.25
1890,Bélgica 1,16/09/2022,Antwerp,Seraing,2,1,H,1.33,5.25,8.0,3,0,3,1,1,1,0,1,100.0,100.0,80.0,100.0,80.0,80.0,60.0,80.0,3.0,1.2,2.8,1.0,1.6,2.0
1891,Bélgica 1,17/09/2022,Mechelen,Oud-Heverlee Leuven,0,0,D,1.85,3.8,3.8,1,1,0,0,0,0,1,0,80.0,80.0,80.0,80.0,60.0,60.0,40.0,60.0,1.4,1.6,2.0,1.8,1.8,1.4
1892,Bélgica 1,17/09/2022,Cercle Brugge,Oostende,2,2,D,1.8,3.5,4.5,1,1,4,1,1,1,0,1,80.0,100.0,60.0,80.0,20.0,60.0,40.0,60.0,1.2,0.8,0.8,1.0,1.2,1.6
1893,Bélgica 1,17/09/2022,Waregem,St Truiden,0,3,A,2.87,3.25,2.45,0,3,3,1,1,1,0,0,100.0,60.0,100.0,40.0,80.0,20.0,60.0,20.0,0.6,1.8,1.0,2.6,1.0,0.2
1894,Bélgica 1,17/09/2022,Charleroi,Westerlo,2,3,A,2.1,3.5,3.4,0,3,5,1,1,1,0,1,100.0,100.0,100.0,100.0,100.0,80.0,100.0,60.0,1.2,0.6,1.8,2.2,1.6,2.8
1895,Bélgica 1,18/09/2022,Genk,Gent,1,0,H,2.2,3.4,3.1,3,0,1,1,0,0,1,0,80.0,100.0,60.0,60.0,60.0,60.0,60.0,60.0,2.6,1.4,2.0,0.8,1.4,1.2
